,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity
91, they helped me at the baggage service desk  Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR  12,,2015-02-24 08:31:20 -0800,,0.0,0.0,1.0,0.0,"['helped', 'baggage', 'service', 'desk', 'said', 'bc', 'tsa', 'screening', 'fll', 'bag', 'made', 'bag', 'ewr']",helped baggage service desk said bc tsa screening fll bag made bag ewr,0.0,0.0
92, Mobile boarding pass disappeared from phone while standing in line to board Second time this week Hmm,,2015-02-24 08:31:05 -0800,"Steamboat Springs, CO",0.106,0.0,0.894,-0.2263,"['mobile', 'boarding', 'pas', 'disappeared', 'phone', 'standing', 'line', 'board', 'second', 'time', 'week', 'hmm']",mobile boarding pas disappeared phone standing line board second time week hmm,0.0,0.0
93, for the record Rozana at Newark was lovely and helpful choosekind,,2015-02-24 08:29:49 -0800,btv,0.0,0.423,0.577,0.765,"['record', 'rozana', 'newark', 'lovely', 'helpful', 'choosekind']",record rozana newark lovely helpful choosekind,0.5,0.75
94, It was last nights 1235ORDLGA,,2015-02-24 08:29:06 -0800,Above the B/D/N/Q/R/2/3/4/5,0.0,0.0,1.0,0.0,"['last', 'night', 'ordlga']",last night ordlga,0.0,0.06666666666666667
95, thx for update,,2015-02-24 08:27:37 -0800,searching for coffee,0.0,0.556,0.444,0.3612,"['thx', 'update']",thx update,0.0,0.0
96, thank you ,,2015-02-24 08:26:30 -0800,"Chicago, IL, USA",0.0,0.714,0.286,0.3612,['thank'],thank,0.0,0.0
97, dm these nuts,,2015-02-24 08:22:52 -0800,nyc to la,0.535,0.0,0.465,-0.3182,"['dm', 'nut']",dm nut,0.0,0.0
98, Had to explain to a very over eager flight attendant trying to ask about my vision that my  was not a guide dog,,2015-02-24 08:22:52 -0800,,0.0,0.201,0.799,0.5829,"['explain', 'eager', 'attendant', 'trying', 'ask', 'vision', 'guide', 'dog']",explain eager attendant trying ask vision guide dog,0.2,0.4
99, whats the point of asking for details about a servicedog when you book if your flight crew doesnt read them Continued,,2015-02-24 08:22:08 -0800,,0.0,0.0,1.0,0.0,"['whats', 'point', 'asking', 'detail', 'servicedog', 'book', 'crew', 'doesnt', 'read', 'continued']",whats point asking detail servicedog book crew doesnt read continued,0.0,0.0
100, I tried but no one was available in bogota and everyone was rude in Houston I was stuck for 35 hours because of you guys,,2015-02-24 08:10:10 -0800,,0.317,0.0,0.683,-0.8519,"['tried', 'one', 'available', 'bogota', 'everyone', 'rude', 'houston', 'stuck', 'hour', 'guy']",tried one available bogota everyone rude houston stuck hour guy,0.05000000000000002,0.5
101, worst2unitedflightsever UA 236 LAS to IAD 224 mechanical problems again  took off  had to land for fix  delayed again wtfodds,,2015-02-24 08:04:41 -0800,,0.204,0.0,0.796,-0.5574,"['worstunitedflightsever', 'la', 'iad', 'mechanical', 'problem', 'took', 'land', 'fix', 'delayed', 'wtfodds']",worstunitedflightsever la iad mechanical problem took land fix delayed wtfodds,0.0,0.0
102, despite my bag not making it to Newark good informative email tracking updates help,,2015-02-24 08:04:36 -0800,,0.0,0.318,0.682,0.6808,"['despite', 'bag', 'making', 'newark', 'good', 'informative', 'email', 'tracking', 'update', 'help']",despite bag making newark good informative email tracking update help,0.7,0.6000000000000001
103, Whats going on with UA 236  outbound flight last thurs was delayed 4hrs How long will this delay be worst2unitedflightsever,,2015-02-24 08:03:25 -0800,"Washington, D.C. Metro Area",0.201,0.0,0.799,-0.5461,"['whats', 'going', 'outbound', 'last', 'thurs', 'delayed', 'hr', 'long', 'delay', 'worstunitedflightsever']",whats going outbound last thurs delayed hr long delay worstunitedflightsever,-0.025,0.23333333333333334
104, worst2unitedflightsever UA1429 IAD to LAS 219 mechanical problems  switched aircraft delayed 35 hours,,2015-02-24 08:01:21 -0800,,0.295,0.0,0.705,-0.5574,"['worstunitedflightsever', 'iad', 'la', 'mechanical', 'problem', 'switched', 'aircraft', 'delayed', 'hour']",worstunitedflightsever iad la mechanical problem switched aircraft delayed hour,0.0,0.0
105, crashed trying to check in,,2015-02-24 07:58:58 -0800,,0.0,0.0,1.0,0.0,"['crashed', 'trying', 'check']",crashed trying check,0.0,0.0
106, Wow What a deal Again 30 plus seats available Easy change to make a customer happy,,2015-02-24 07:58:40 -0800,"Richmond, VA",0.0,0.486,0.514,0.886,"['wow', 'deal', 'plus', 'seat', 'available', 'easy', 'change', 'make', 'customer', 'happy']",wow deal plus seat available easy change make customer happy,0.43333333333333335,0.8083333333333333
107, thanks for the info I already knew,,2015-02-24 07:53:02 -0800,Connecticut,0.0,0.367,0.633,0.4404,"['thanks', 'info', 'already', 'knew']",thanks info already knew,0.2,0.2
108, Airline trouble this winter amp not getting good customer service contact   we negotiate resolutions for You,,2015-02-24 07:52:18 -0800,"Miami, New York, Boston",0.267,0.0,0.733,-0.6256,"['trouble', 'winter', 'getting', 'good', 'customer', 'service', 'contact', 'negotiate', 'resolution']",trouble winter getting good customer service contact negotiate resolution,0.24999999999999997,0.4
109, on 768 to Logan  boarding gong show due to lax carry on enforcement Bins full of coats  no room for bags U need a better system,,2015-02-24 07:52:03 -0800,"Seaside, California",0.081,0.107,0.812,0.1779,"['logan', 'boarding', 'gong', 'show', 'due', 'lax', 'carry', 'enforcement', 'bin', 'full', 'coat', 'room', 'bag', 'need', 'better', 'system']",logan boarding gong show due lax carry enforcement bin full coat room bag need better system,0.24166666666666667,0.47500000000000003
110, Thank you,,2015-02-24 07:51:33 -0800,"new york, baby",0.0,0.714,0.286,0.3612,['thank'],thank,0.0,0.0
111, Blackmailed me into paying 130 extra or having my return ticket nullified in San Francisco Airport Terrible service from rep scam,,2015-02-24 07:49:10 -0800,,0.264,0.0,0.736,-0.7783,"['blackmailed', 'paying', 'extra', 'return', 'ticket', 'nullified', 'san', 'francisco', 'airport', 'terrible', 'service', 'rep', 'scam']",blackmailed paying extra return ticket nullified san francisco airport terrible service rep scam,-0.5,0.55
112, is there an email address I can reach Too long for a DM,,2015-02-24 07:44:14 -0800,Canada,0.0,0.099,0.901,0.0258,"['email', 'address', 'reach', 'long', 'dm']",email address reach long dm,-0.05,0.4
113, disappointed that u didnt honor my 100 credit given to me for ur mistakes Taking my business elsewhere  out,,2015-02-24 07:43:05 -0800,NYC,0.331,0.105,0.564,-0.6836,"['disappointed', 'didnt', 'honor', 'credit', 'given', 'ur', 'mistake', 'taking', 'business', 'elsewhere']",disappointed didnt honor credit given ur mistake taking business elsewhere,-0.75,0.75
114, ua1673 still waiting Supposed to depart 908,,2015-02-24 07:42:36 -0800,Midwest,0.0,0.0,1.0,0.0,"['still', 'waiting', 'supposed', 'depart']",still waiting supposed depart,0.0,0.0
115, it was credit from my last trip that never came in the mail,,2015-02-24 07:41:00 -0800,,0.0,0.178,0.822,0.3818,"['credit', 'last', 'trip', 'never', 'came', 'mail']",credit last trip never came mail,0.0,0.06666666666666667
116, ok its now been 7 months waiting to hear from airline I gave them quite a bit more than the 30 days requested Terrible service,,2015-02-24 07:40:45 -0800,"Marlow, UK",0.123,0.087,0.791,-0.2263,"['ok', 'month', 'waiting', 'hear', 'gave', 'quite', 'bit', 'day', 'requested', 'terrible', 'service']",ok month waiting hear gave quite bit day requested terrible service,-0.25,0.75
117, does this process ever end Still waiting for the reply since 2 months pathetic customerservice,,2015-02-24 07:36:54 -0800,,0.222,0.0,0.778,-0.5719,"['process', 'ever', 'end', 'still', 'waiting', 'reply', 'since', 'month', 'pathetic', 'customerservice']",process ever end still waiting reply since month pathetic customerservice,-1.0,1.0
118, Whats going on with your website Im Flight Booking Problems three tickets today and Ive been booted off the system umpteen times,,2015-02-24 07:35:09 -0800,"Summit, NJ",0.114,0.0,0.886,-0.4019,"['whats', 'going', 'website', 'booking', 'problem', 'three', 'ticket', 'today', 'ive', 'booted', 'system', 'umpteen', 'time']",whats going website booking problem three ticket today ive booted system umpteen time,0.0,0.0
119, how do I get my account number if your website says email is unavailable,,2015-02-24 07:31:48 -0800,NYC,0.0,0.098,0.902,0.0772,"['get', 'account', 'number', 'website', 'say', 'email', 'unavailable']",get account number website say email unavailable,0.0,0.0
120, So do I need to book two one ways in order for her to fly as an unaccompanied minor,,2015-02-24 07:26:11 -0800,"Princeton, NJ",0.0,0.0,1.0,0.0,"['need', 'book', 'two', 'one', 'way', 'order', 'fly', 'unaccompanied', 'minor']",need book two one way order fly unaccompanied minor,0.375,0.55
121, I received 1 bag last night I am still missing the other one,,2015-02-24 07:20:21 -0800,"Hoops City (Memphis, TN)",0.196,0.0,0.804,-0.296,"['received', 'bag', 'last', 'night', 'still', 'missing', 'one']",received bag last night still missing one,-0.1,0.058333333333333334
122,  youll need to upgrade the seats too even in economy plus its like sitting on a concrete bench,,2015-02-24 07:13:15 -0800,Europe,0.0,0.135,0.865,0.3612,"['youll', 'need', 'upgrade', 'seat', 'even', 'economy', 'plus', 'like', 'sitting', 'concrete', 'bench']",youll need upgrade seat even economy plus like sitting concrete bench,0.15000000000000002,0.30000000000000004
123, Pls Help Baby Hannah get the life saving surgeries she requiresShe needs your helpPls Donate ,,2015-02-24 07:09:46 -0800,Right Now Mostly The Hospital,0.0,0.235,0.765,0.4588,"['pls', 'help', 'baby', 'hannah', 'get', 'life', 'saving', 'surgery', 'requiresshe', 'need', 'helppls', 'donate']",pls help baby hannah get life saving surgery requiresshe need helppls donate,0.0,0.0
124, bet you wont honour them like mine ey,,2015-02-24 07:03:40 -0800,Manchester,0.46,0.0,0.54,-0.6259,"['bet', 'wont', 'honour', 'like', 'mine', 'ey']",bet wont honour like mine ey,0.0,0.0
125, 2nd flight also delayed no pilots But they boarded is so we can just sit here scheduling,,2015-02-24 07:02:12 -0800,Midwest,0.169,0.0,0.831,-0.2617,"['nd', 'also', 'delayed', 'pilot', 'boarded', 'sit', 'scheduling']",nd also delayed pilot boarded sit scheduling,0.0,0.0
126, I guess thats too much ask huh,"[29.98386923, -95.33729612]",2015-02-24 06:58:04 -0800,Seattle,0.0,0.0,1.0,0.0,"['guess', 'thats', 'much', 'ask', 'huh']",guess thats much ask huh,0.2,0.2
127, but its hard to stay upset at someone when they at least TRY to show remorse,"[29.98340611, -95.33682231]",2015-02-24 06:57:44 -0800,Seattle,0.37,0.0,0.63,-0.7684,"['hard', 'stay', 'upset', 'someone', 'least', 'try', 'show', 'remorse']",hard stay upset someone least try show remorse,-0.29583333333333334,0.4708333333333333
128, By the way a simple apology goes a long way even if its a hollow one Its obvious that you dont care about me or my wellbeing,"[29.98350019, -95.33675519]",2015-02-24 06:57:14 -0800,Seattle,0.102,0.046,0.852,-0.3459,"['way', 'simple', 'apology', 'go', 'long', 'way', 'even', 'hollow', 'one', 'obvious', 'dont', 'care', 'wellbeing']",way simple apology go long way even hollow one obvious dont care wellbeing,-0.037500000000000006,0.3267857142857143
129, This isnt a one time thing either Its a shocking pattern of repeated neglect and disrespect,"[29.98377529, -95.33756559]",2015-02-24 06:55:59 -0800,Seattle,0.436,0.0,0.564,-0.8176,"['isnt', 'one', 'time', 'thing', 'either', 'shocking', 'pattern', 'repeated', 'neglect', 'disrespect']",isnt one time thing either shocking pattern repeated neglect disrespect,-1.0,1.0
130, Fingers crossed amp its all intact Very disappointed with this experience as before this we were actually saying we enjoyed using you,,2015-02-24 06:55:56 -0800,,0.123,0.186,0.691,0.1796,"['finger', 'crossed', 'intact', 'disappointed', 'experience', 'actually', 'saying', 'enjoyed', 'using']",finger crossed intact disappointed experience actually saying enjoyed using,-0.08333333333333333,0.5166666666666666
131, Its an incredibly easy fix but you would rather stay in your comfort zone while I get forced out of mine,"[29.98350283, -95.33678993]",2015-02-24 06:54:45 -0800,Seattle,0.152,0.203,0.645,0.0891,"['incredibly', 'easy', 'fix', 'would', 'rather', 'stay', 'comfort', 'zone', 'get', 'forced', 'mine']",incredibly easy fix would rather stay comfort zone get forced mine,0.06666666666666665,0.5166666666666667
132, ours in July You have ZERO excuses for this You have an outofdate system that causes problems like this,"[29.98384925, -95.3374653]",2015-02-24 06:53:59 -0800,Seattle,0.122,0.113,0.766,-0.0516,"['july', 'zero', 'excuse', 'outofdate', 'system', 'cause', 'problem', 'like']",july zero excuse outofdate system cause problem like,-0.05,0.05
133, Everyone around us is sitting with their friends and family members They booked their tickets in October and December We bought,"[29.98372726, -95.33734532]",2015-02-24 06:53:12 -0800,Seattle,0.0,0.134,0.866,0.4767,"['everyone', 'around', 'u', 'sitting', 'friend', 'family', 'member', 'booked', 'ticket', 'october', 'december', 'bought']",everyone around u sitting friend family member booked ticket october december bought,0.0,0.0
134, Not sure what you are talking about She is going on nonstop flights SNA to SFO and then SFO to EWR,,2015-02-24 06:52:09 -0800,"Princeton, NJ",0.089,0.0,0.911,-0.2411,"['sure', 'talking', 'going', 'nonstop', 'flight', 'sna', 'sfo', 'sfo', 'ewr']",sure talking going nonstop flight sna sfo sfo ewr,0.5,0.8888888888888888
135, it will be because Im moving to  because of  talk no service,,2015-02-24 06:51:49 -0800,"Chicago, IL",0.167,0.0,0.833,-0.296,"['moving', 'talk', 'service']",moving talk service,0.0,0.0
136, please be good to me this weekend,,2015-02-24 06:44:10 -0800,Kansas,0.0,0.51,0.49,0.6369,"['please', 'good', 'weekend']",please good weekend,0.7,0.6000000000000001
137, I asked a legitimate question about systemwide vs localized problems and got back an unreLate Flightd copypaste You can do better,,2015-02-24 06:43:55 -0800,Above the B/D/N/Q/R/2/3/4/5,0.119,0.128,0.752,0.0516,"['asked', 'legitimate', 'question', 'systemwide', 'v', 'localized', 'problem', 'got', 'back', 'unrelate', 'flightd', 'copypaste', 'better']",asked legitimate question systemwide v localized problem got back unrelate flightd copypaste better,0.25,0.25
138, what time Who can I call I need my skis I will go to the airport and get them No more faith in United,,2015-02-24 06:43:24 -0800,New Jersey,0.083,0.234,0.683,0.6068,"['time', 'call', 'need', 'ski', 'go', 'airport', 'get', 'faith']",time call need ski go airport get faith,0.0,0.0
139, I see you guys are at it again Amazing how one company continually makes mistakes yet fails to be held accountable for their error,,2015-02-24 06:43:11 -0800,Global,0.26,0.123,0.617,-0.4939,"['see', 'guy', 'amazing', 'one', 'company', 'continually', 'make', 'mistake', 'yet', 'fails', 'held', 'accountable', 'error']",see guy amazing one company continually make mistake yet fails held accountable error,0.050000000000000044,0.6
140, A Tourist Wonder Super Tides and Tide of the Century at French and UK coasts ,,2015-02-24 06:36:20 -0800,Luxembourg,0.0,0.231,0.769,0.5994,"['tourist', 'wonder', 'super', 'tide', 'tide', 'century', 'french', 'uk', 'coast']",tourist wonder super tide tide century french uk coast,0.16666666666666666,0.3333333333333333
